frame_ordinal,frame_slot,config_revision,display_width,display_height,render_width,render_height,dlss_quality,wait_gpu_ms,frame_setup_ms,scene_ms,post_scene_ms,build_ms,compile_ms,prepare_ms,execute_ms,present_ms,total_ms,cpu_work_ms,classified_ms,unclassified_ms,scene_begin_upload_ms,scene_raster_extract_ms,scene_tlas_extract_ms,scene_bridge_ms,tlas_texture_collection_ms,graph_prelude_ms,ui_collect_ms,node_loop_ms,skeleton_patch_ms,skeleton_rebuild_ms,skeleton_hit,skeleton_miss_reason,raster_packets,rt_packets,tlas_packets,submit_batches,record_tasks,execute_executor_setup_ms,execute_completed_gpu_timing_readback_ms,execute_timing_setup_ms,execute_per_frame_lookup_ms,execute_swapchain_acquire_ms,execute_deferred_prepare_ms,execute_task_plan_launch_ms,execute_primary_record_before_collect_ms,execute_record_completion_wait_ms,execute_primary_replay_barrier_timestamp_ms,execute_primary_end_and_submit_build_ms,execute_queue_submit_ms,execute_initial_release_record_submit_ms,execute_synthetic_present_record_submit_ms,execute_finalization_ms,execute_accounted_main_thread_ms,execute_unclassified_ms,execute_compiled_batches,execute_acquire_batches,execute_record_tasks,execute_replayed_secondary_command_buffers,execute_queue_submits,node_build_0_ms,node_build_1_ms,node_build_2_ms,node_build_3_ms,node_build_4_ms,node_build_5_ms,as_recorded,as_available,as_cache_scan_ms,as_metadata_plan_ms,as_cpu_writes_ms,as_tlas_sizing_ms,as_graph_declare_ms,as_packets,as_instances,as_dirty_blas
610,1,1,1920,1080,640,360,ultra-performance,0.534600000,0.025200000,0.180700000,0.003000000,0.240800000,0.022700000,0.119500000,0.593200000,0.153600000,1.874400000,1.339800000,1.873300000,0.001100000,0.003300000,0.019100000,0.009900000,0.147700000,0.002600000,0.052500000,0.002200000,0.000000000,0.082200000,0.000000000,true,none,84,0,103,3,7,0.004900000,0.002800000,0.001200000,0.006400000,0.002400000,0.000500000,0.315000000,0.012800000,0.143500000,0.007300000,0.004400000,0.068500000,0.000100000,0.000000000,0.013000000,0.582800000,0.010400000,3,1,7,7,3,0.017400000,0.002200000,0.026800000,0.009600000,0.008300000,0.004700000,true,true,0.012100000,0.020600000,0.001200000,0.003600000,0.000000000,0,103,0
611,2,1,1920,1080,640,360,ultra-performance,0.922000000,0.035000000,0.399100000,0.005800000,0.511900000,0.034800000,0.117200000,0.641500000,0.159200000,2.828000000,1.906000000,2.826500000,0.001500000,0.005700000,0.038200000,0.021900000,0.332100000,0.005200000,0.116000000,0.004600000,0.000000000,0.174900000,0.000000000,true,none,84,0,103,3,7,0.005200000,0.002600000,0.001300000,0.006500000,0.002600000,0.000600000,0.347600000,0.015300000,0.060600000,0.010300000,0.004700000,0.158700000,0.000000000,0.000000000,0.014200000,0.630200000,0.011300000,3,1,7,7,3,0.038400000,0.004300000,0.057200000,0.020700000,0.017600000,0.010700000,true,true,0.025500000,0.046100000,0.003000000,0.006800000,0.000000000,0,103,0
612,0,1,1920,1080,640,360,ultra-performance,0.001800000,0.019300000,0.179900000,0.002800000,0.251300000,0.023500000,0.121800000,0.536500000,0.160300000,1.301800000,1.300000000,1.297200000,0.004600000,0.002900000,0.018200000,0.009900000,0.148300000,0.002500000,0.052800000,0.002300000,0.000000000,0.083900000,0.000000000,true,none,84,0,103,3,7,0.004700000,0.002800000,0.001100000,0.007000000,0.002400000,0.000600000,0.351000000,0.013400000,0.040000000,0.007800000,0.004600000,0.076900000,0.000000000,0.000000000,0.013300000,0.525600000,0.010900000,3,1,7,7,3,0.017500000,0.002200000,0.027800000,0.009900000,0.008800000,0.005200000,true,true,0.013000000,0.021000000,0.001300000,0.011300000,0.000000000,0,103,0
613,1,1,1920,1080,640,360,ultra-performance,0.959000000,0.039800000,0.401400000,0.006500000,0.457700000,0.022100000,0.121500000,0.688000000,0.145400000,2.842600000,1.883600000,2.841400000,0.001200000,0.006600000,0.039100000,0.021800000,0.332800000,0.005900000,0.116600000,0.005000000,0.000000000,0.115700000,0.000000000,true,none,84,0,103,3,7,0.005400000,0.002700000,0.001200000,0.006400000,0.002300000,0.000400000,0.354300000,0.011800000,0.194100000,0.007500000,0.004500000,0.077200000,0.000000000,0.000000000,0.012500000,0.680300000,0.007700000,3,1,7,7,3,0.039300000,0.002500000,0.026800000,0.009700000,0.008100000,0.004900000,true,true,0.026400000,0.046200000,0.002600000,0.007900000,0.000000000,0,103,0
614,2,1,1920,1080,640,360,ultra-performance,0.001700000,0.016700000,0.177000000,0.002700000,0.227200000,0.021500000,0.123300000,0.496500000,0.161100000,1.229000000,1.227300000,1.227700000,0.001300000,0.002700000,0.017400000,0.009300000,0.147300000,0.002500000,0.051200000,0.001900000,0.000000000,0.078700000,0.000000000,true,none,84,0,103,3,7,0.004400000,0.002500000,0.001200000,0.006500000,0.003400000,0.000500000,0.306600000,0.015700000,0.022000000,0.009100000,0.005700000,0.097600000,0.000100000,0.000000000,0.013000000,0.488300000,0.008200000,3,1,7,7,3,0.017300000,0.001900000,0.025600000,0.009200000,0.008300000,0.004300000,true,true,0.011500000,0.020200000,0.001300000,0.003200000,0.000000000,0,103,0
615,0,1,1920,1080,640,360,ultra-performance,1.408100000,0.016500000,0.177600000,0.002800000,0.225300000,0.021100000,0.110900000,0.561200000,0.134900000,2.659500000,1.251400000,2.658400000,0.001100000,0.002500000,0.017900000,0.009800000,0.147000000,0.002500000,0.051000000,0.001900000,0.000000000,0.078000000,0.000000000,true,none,84,0,103,3,7,0.004200000,0.002300000,0.001100000,0.006200000,0.002200000,0.005800000,0.318300000,0.010700000,0.121500000,0.006500000,0.003500000,0.058200000,0.000100000,0.000000000,0.012700000,0.553300000,0.007900000,3,1,7,7,3,0.017500000,0.001600000,0.025600000,0.009200000,0.007900000,0.004600000,true,true,0.011400000,0.020200000,0.001300000,0.002800000,0.000000000,0,103,0
616,1,1,1920,1080,640,360,ultra-performance,1.038300000,0.022100000,0.180000000,0.002800000,0.247100000,0.021400000,0.118600000,0.480900000,0.156600000,2.268800000,1.230500000,2.267800000,0.001000000,0.003500000,0.018400000,0.009700000,0.147700000,0.002500000,0.051800000,0.002200000,0.000000000,0.082100000,0.000000000,true,none,84,0,103,3,7,0.004300000,0.002700000,0.001100000,0.006300000,0.002400000,0.000300000,0.204800000,0.013900000,0.135800000,0.008200000,0.003600000,0.075400000,0.000100000,0.000000000,0.013200000,0.472100000,0.008800000,3,1,7,7,3,0.017500000,0.002100000,0.026900000,0.009700000,0.008300000,0.004900000,true,true,0.011400000,0.020500000,0.001300000,0.003500000,0.000000000,0,103,0
617,2,1,1920,1080,640,360,ultra-performance,0.789200000,0.022700000,0.178700000,0.002600000,0.240100000,0.021600000,0.119500000,0.576200000,0.160300000,2.112200000,1.323000000,2.110900000,0.001300000,0.003400000,0.018600000,0.009600000,0.146500000,0.002300000,0.051400000,0.002300000,0.000000000,0.081900000,0.000000000,true,none,84,0,103,3,7,0.004300000,0.003100000,0.001200000,0.006100000,0.002500000,0.000400000,0.351100000,0.012200000,0.070600000,0.009000000,0.005000000,0.086700000,0.000000000,0.000000000,0.013100000,0.565300000,0.010900000,3,1,7,7,3,0.018000000,0.002100000,0.026600000,0.009500000,0.008100000,0.005000000,true,true,0.011700000,0.020600000,0.001400000,0.004000000,0.000000000,0,103,0
618,0,1,1920,1080,640,360,ultra-performance,1.210000000,0.018000000,0.179500000,0.002300000,0.240300000,0.021100000,0.116300000,0.656800000,0.149100000,2.594600000,1.384600000,2.593400000,0.001200000,0.002800000,0.017400000,0.009700000,0.149200000,0.002000000,0.059300000,0.002200000,0.000000000,0.080100000,0.000000000,true,none,84,0,103,3,7,0.004800000,0.002700000,0.001100000,0.006700000,0.002600000,0.000400000,0.391000000,0.026000000,0.055400000,0.017800000,0.007700000,0.117800000,0.000000000,0.000000000,0.012800000,0.646800000,0.010000000,3,1,7,7,3,0.017800000,0.002100000,0.026100000,0.009300000,0.008000000,0.004600000,true,true,0.011700000,0.020700000,0.001300000,0.003300000,0.000000000,0,103,0
619,1,1,1920,1080,640,360,ultra-performance,0.504100000,0.017700000,0.177100000,0.002200000,0.231500000,0.020600000,0.119600000,0.733600000,0.144700000,1.952200000,1.448100000,1.951100000,0.001100000,0.002800000,0.017700000,0.009700000,0.146600000,0.001900000,0.051800000,0.002100000,0.000000000,0.079500000,0.000000000,true,none,84,0,103,3,7,0.004100000,0.002500000,0.001200000,0.006100000,0.002500000,0.000400000,0.466600000,0.011300000,0.118800000,0.010600000,0.004700000,0.077300000,0.000000000,0.000000000,0.013500000,0.719600000,0.014000000,3,1,7,7,3,0.017500000,0.002000000,0.025600000,0.009300000,0.008000000,0.004900000,true,true,0.011800000,0.020300000,0.001300000,0.003300000,0.000000000,0,103,0
620,2,1,1920,1080,640,360,ultra-performance,0.748600000,0.018000000,0.275700000,0.005400000,0.501500000,0.044800000,0.240100000,0.572400000,0.154200000,2.562300000,1.813700000,2.560700000,0.001600000,0.002800000,0.017000000,0.009400000,0.246000000,0.004800000,0.116500000,0.004500000,0.000000000,0.171300000,0.000000000,true,none,84,0,103,3,7,0.005000000,0.002400000,0.001100000,0.006300000,0.002500000,0.000600000,0.321700000,0.012600000,0.117700000,0.007800000,0.004500000,0.067900000,0.000100000,0.000000000,0.013600000,0.563800000,0.008600000,3,1,7,7,3,0.037600000,0.004000000,0.056300000,0.020500000,0.017400000,0.010600000,true,true,0.025100000,0.045300000,0.002200000,0.006500000,0.000000000,0,103,0
621,0,1,1920,1080,640,360,ultra-performance,0.001800000,0.017600000,0.183400000,0.002800000,0.250700000,0.023400000,0.121900000,0.510100000,0.287300000,1.403900000,1.402100000,1.399000000,0.004900000,0.003000000,0.018000000,0.010600000,0.151400000,0.002500000,0.052300000,0.002200000,0.000000000,0.092800000,0.000000000,true,none,84,0,103,3,7,0.004500000,0.002800000,0.001300000,0.006900000,0.003200000,0.000500000,0.327600000,0.015700000,0.036100000,0.009200000,0.006100000,0.074200000,0.000000000,0.000000000,0.013400000,0.501500000,0.008600000,3,1,7,7,3,0.017600000,0.002100000,0.027800000,0.009600000,0.017500000,0.005400000,true,true,0.012700000,0.020700000,0.001300000,0.003700000,0.000000000,0,103,0
622,1,1,1920,1080,640,360,ultra-performance,1.135300000,0.045000000,0.400900000,0.005200000,0.399600000,0.021200000,0.118200000,0.539800000,0.155200000,2.821700000,1.686400000,2.820400000,0.001300000,0.007300000,0.039700000,0.021500000,0.331200000,0.004600000,0.116000000,0.004600000,0.000000000,0.081400000,0.000000000,true,none,84,0,103,3,7,0.004300000,0.002800000,0.001200000,0.006100000,0.002500000,0.000500000,0.384000000,0.013400000,0.030000000,0.008700000,0.003600000,0.061700000,0.000100000,0.000000000,0.013200000,0.532100000,0.007700000,3,1,7,7,3,0.017400000,0.002100000,0.026500000,0.009900000,0.008200000,0.004900000,true,true,0.025900000,0.045800000,0.002300000,0.007400000,0.000000000,0,103,0
623,2,1,1920,1080,640,360,ultra-performance,0.001800000,0.017500000,0.188300000,0.002900000,0.241300000,0.030700000,0.121600000,0.553800000,0.239400000,1.398600000,1.396800000,1.397300000,0.001300000,0.003000000,0.018000000,0.009500000,0.157200000,0.002600000,0.054500000,0.002100000,0.000000000,0.081800000,0.000000000,true,none,84,0,103,3,7,0.004300000,0.002700000,0.001200000,0.007100000,0.003500000,0.000600000,0.332800000,0.016000000,0.065600000,0.008800000,0.005600000,0.080100000,0.000100000,0.000000000,0.013400000,0.541800000,0.012000000,3,1,7,7,3,0.017500000,0.002100000,0.026800000,0.009400000,0.008600000,0.005100000,true,true,0.012500000,0.021300000,0.001400000,0.003700000,0.000000000,0,103,0
624,0,1,1920,1080,640,360,ultra-performance,1.371900000,0.018200000,0.179900000,0.002600000,0.238700000,0.021300000,0.119800000,0.746700000,0.156300000,2.856700000,1.484800000,2.855400000,0.001300000,0.003000000,0.017700000,0.009800000,0.148700000,0.002300000,0.052500000,0.002200000,0.000000000,0.082100000,0.000000000,true,none,84,0,103,3,7,0.005700000,0.002700000,0.001100000,0.006300000,0.003300000,0.000500000,0.327500000,0.016500000,0.206500000,0.010200000,0.005800000,0.139500000,0.000100000,0.000000000,0.012600000,0.738300000,0.008400000,3,1,7,7,3,0.017400000,0.002100000,0.026500000,0.009800000,0.008000000,0.005300000,true,true,0.011600000,0.020500000,0.002400000,0.003500000,0.000000000,0,103,0
625,1,1,1920,1080,640,360,ultra-performance,0.403500000,0.018500000,0.189200000,0.003100000,0.244200000,0.023000000,0.122200000,0.505900000,0.153400000,1.664200000,1.260700000,1.663000000,0.001200000,0.003100000,0.018100000,0.010000000,0.157600000,0.002800000,0.054200000,0.002200000,0.000000000,0.083700000,0.000000000,true,none,84,0,103,3,7,0.004600000,0.002700000,0.001300000,0.007000000,0.002300000,0.000600000,0.313200000,0.013200000,0.065500000,0.006400000,0.003600000,0.065000000,0.000000000,0.000000000,0.013000000,0.498400000,0.007500000,3,1,7,7,3,0.017900000,0.002100000,0.027100000,0.009700000,0.008800000,0.005200000,true,true,0.012300000,0.021700000,0.001300000,0.003500000,0.000000000,0,103,0
626,2,1,1920,1080,640,360,ultra-performance,0.926100000,0.023900000,0.418200000,0.005000000,0.523000000,0.047100000,0.241300000,1.018900000,0.162800000,3.367700000,2.441600000,3.366300000,0.001400000,0.005800000,0.034300000,0.021500000,0.355700000,0.004400000,0.116800000,0.004700000,0.000000000,0.178800000,0.000000000,true,none,84,0,103,3,7,0.004900000,0.002900000,0.001300000,0.007300000,0.002600000,0.000500000,0.347300000,0.013100000,0.484000000,0.007800000,0.003900000,0.122500000,0.000100000,0.000000000,0.012400000,1.010600000,0.008300000,3,1,7,7,3,0.038400000,0.004700000,0.059300000,0.021000000,0.018700000,0.010700000,true,true,0.025800000,0.045400000,0.002200000,0.008000000,0.000000000,0,103,0
627,0,1,1920,1080,640,360,ultra-performance,0.001800000,0.016300000,0.187900000,0.002900000,0.239400000,0.022700000,0.121600000,0.777000000,0.265800000,1.638200000,1.636400000,1.635400000,0.002800000,0.003000000,0.017700000,0.009700000,0.157000000,0.002500000,0.054000000,0.002000000,0.000000000,0.082300000,0.000000000,true,none,84,0,103,3,7,0.004200000,0.002700000,0.001100000,0.006900000,0.005400000,0.001400000,0.361800000,0.021300000,0.191600000,0.013600000,0.007400000,0.115400000,0.000000000,0.000000000,0.028600000,0.761400000,0.015600000,3,1,7,7,3,0.017500000,0.001900000,0.026900000,0.009300000,0.008500000,0.005100000,true,true,0.012700000,0.021700000,0.001400000,0.003500000,0.000000000,0,103,0
628,1,1,1920,1080,640,360,ultra-performance,0.557900000,0.021500000,0.187100000,0.002900000,0.233100000,0.021800000,0.111900000,0.794800000,0.182900000,2.116400000,1.558500000,2.113900000,0.002500000,0.002600000,0.017000000,0.010000000,0.157000000,0.002700000,0.053800000,0.002200000,0.000000000,0.079400000,0.000000000,true,none,84,0,103,3,7,0.004200000,0.002400000,0.001100000,0.006500000,0.005600000,0.001100000,0.400000000,0.018500000,0.181500000,0.011800000,0.006200000,0.113400000,0.000100000,0.000000000,0.025300000,0.777700000,0.017100000,3,1,7,7,3,0.017700000,0.001900000,0.026500000,0.008800000,0.008000000,0.004700000,true,true,0.012200000,0.021100000,0.001400000,0.003000000,0.000000000,0,103,0
629,2,1,1920,1080,640,360,ultra-performance,0.711700000,0.022600000,0.175700000,0.002500000,0.238000000,0.021400000,0.135200000,0.621700000,0.153200000,2.083300000,1.371600000,2.082000000,0.001300000,0.003400000,0.018100000,0.009800000,0.144000000,0.002300000,0.051900000,0.002200000,0.000000000,0.081100000,0.000000000,true,none,84,0,103,3,7,0.004800000,0.002800000,0.001300000,0.006100000,0.002400000,0.000400000,0.305400000,0.011500000,0.181400000,0.008900000,0.004500000,0.070000000,0.000000000,0.000000000,0.012200000,0.611700000,0.010000000,3,1,7,7,3,0.017800000,0.002000000,0.026600000,0.009500000,0.008100000,0.005000000,true,true,0.011500000,0.020800000,0.001300000,0.003600000,0.000000000,0,103,0
630,0,1,1920,1080,640,360,ultra-performance,0.600300000,0.016600000,0.177900000,0.002500000,0.231300000,0.021200000,0.121200000,0.707500000,0.148800000,2.031700000,1.431400000,2.027300000,0.004400000,0.002800000,0.017300000,0.009800000,0.147700000,0.002200000,0.052600000,0.002100000,0.000000000,0.079100000,0.000000000,true,none,84,0,103,3,7,0.004700000,0.002500000,0.001200000,0.006500000,0.002400000,0.000600000,0.258000000,0.013400000,0.310400000,0.009100000,0.004400000,0.071300000,0.000000000,0.000000000,0.012800000,0.697300000,0.010200000,3,1,7,7,3,0.017000000,0.002000000,0.025900000,0.009400000,0.007900000,0.004600000,true,true,0.012000000,0.020500000,0.001300000,0.003300000,0.000000000,0,103,0
631,1,1,1920,1080,640,360,ultra-performance,0.917500000,0.022500000,0.181400000,0.002800000,0.250200000,0.029500000,0.122200000,0.637000000,0.162100000,2.326700000,1.409200000,2.325200000,0.001500000,0.003400000,0.018500000,0.010700000,0.148000000,0.002500000,0.051700000,0.002200000,0.000000000,0.091700000,0.000000000,true,none,84,0,103,3,7,0.004900000,0.002800000,0.001300000,0.006500000,0.002500000,0.001000000,0.330000000,0.015200000,0.130300000,0.011000000,0.005300000,0.101500000,0.000000000,0.000000000,0.013000000,0.625300000,0.011700000,3,1,7,7,3,0.017500000,0.002200000,0.027300000,0.009900000,0.017100000,0.005100000,true,true,0.012100000,0.020700000,0.001300000,0.003800000,0.000000000,0,103,0
632,2,1,1920,1080,640,360,ultra-performance,0.532300000,0.037700000,0.393300000,0.006400000,0.354100000,0.021000000,0.118700000,0.603200000,0.171700000,2.239400000,1.707100000,2.238400000,0.001000000,0.006500000,0.038900000,0.021200000,0.325700000,0.005800000,0.117200000,0.004600000,0.000000000,0.083000000,0.000000000,true,none,84,0,103,3,7,0.005100000,0.002600000,0.001100000,0.006500000,0.002400000,0.000400000,0.388500000,0.011100000,0.089800000,0.007600000,0.004300000,0.060400000,0.000100000,0.000000000,0.013200000,0.593100000,0.010100000,3,1,7,7,3,0.017200000,0.002200000,0.028300000,0.009300000,0.008200000,0.005200000,true,true,0.024800000,0.045300000,0.003000000,0.007600000,0.000000000,0,103,0
633,0,1,1920,1080,640,360,ultra-performance,0.001700000,0.017100000,0.177400000,0.002400000,0.227600000,0.020600000,0.113400000,0.588700000,0.142700000,1.292700000,1.291000000,1.291600000,0.001100000,0.002500000,0.017100000,0.009700000,0.147700000,0.002200000,0.050900000,0.001900000,0.000000000,0.078900000,0.000000000,true,none,84,0,103,3,7,0.004600000,0.002400000,0.001200000,0.006300000,0.002300000,0.000400000,0.299700000,0.010100000,0.064100000,0.006700000,0.004000000,0.164500000,0.000000000,0.000000000,0.012000000,0.578300000,0.010400000,3,1,7,7,3,0.017200000,0.001900000,0.025600000,0.009200000,0.008000000,0.004700000,true,true,0.011300000,0.020400000,0.001500000,0.003500000,0.000000000,0,103,0
