frame_ordinal,frame_slot,config_revision,display_width,display_height,render_width,render_height,dlss_quality,wait_gpu_ms,frame_setup_ms,scene_ms,build_ms,compile_ms,prepare_ms,execute_ms,present_ms,total_ms,cpu_work_ms,classified_ms,unclassified_ms,scene_begin_upload_ms,scene_raster_extract_ms,scene_tlas_extract_ms,scene_bridge_ms,tlas_texture_collection_ms,post_scene_ms,graph_prelude_ms,ui_collect_ms,node_loop_ms,raster_packets,rt_packets,tlas_packets,submit_batches,record_tasks,execute_executor_setup_ms,execute_completed_gpu_timing_readback_ms,execute_timing_setup_ms,execute_per_frame_lookup_ms,execute_swapchain_acquire_ms,execute_deferred_prepare_ms,execute_task_plan_launch_ms,execute_primary_record_before_collect_ms,execute_record_completion_wait_ms,execute_primary_replay_barrier_timestamp_ms,execute_primary_end_and_submit_build_ms,execute_queue_submit_ms,execute_initial_release_record_submit_ms,execute_synthetic_present_record_submit_ms,execute_finalization_ms,execute_accounted_main_thread_ms,execute_unclassified_ms,execute_compiled_batches,execute_acquire_batches,execute_record_tasks,execute_replayed_secondary_command_buffers,execute_queue_submits,node_build_0_ms,node_build_1_ms,node_build_2_ms,node_build_3_ms,node_build_4_ms,node_build_5_ms,as_recorded,as_available,as_cache_scan_ms,as_metadata_plan_ms,as_cpu_writes_ms,as_tlas_sizing_ms,as_graph_declare_ms,as_packets,as_instances,as_dirty_blas
610,1,1,1920,1080,640,360,ultra-performance,0.001900000,0.023200000,0.184600000,0.485500000,0.012300000,0.105900000,0.684600000,0.243600000,1.914700000,1.912800000,1.741600000,0.173100000,0.003600000,0.017700000,0.010500000,0.152400000,0.171700000,0.171800000,0.056000000,0.002300000,0.425600000,84,0,103,3,7,0.001100000,0.002700000,0.001400000,0.003400000,0.003000000,0.000500000,0.451400000,0.018500000,0.097000000,0.008600000,0.005100000,0.082500000,0.000100000,0.000000000,0.003400000,0.678700000,0.005900000,3,1,7,7,3,,0.136400000,0.003600000,0.192500000,0.046600000,0.011700000,0.034200000,true,true,0.017300000,0.099500000,0.006900000,0.003200000,0.006800000,103,103,0
611,2,1,1920,1080,640,360,ultra-performance,0.002000000,0.027500000,0.209500000,0.503200000,0.014800000,0.108100000,0.592200000,0.178900000,1.836900000,1.834900000,1.636200000,0.200700000,0.003900000,0.024800000,0.014300000,0.165800000,0.199300000,0.199400000,0.060600000,0.002300000,0.438300000,84,0,103,3,7,0.001400000,0.002800000,0.001200000,0.003500000,0.002700000,0.000600000,0.423300000,0.017700000,0.023000000,0.008500000,0.004000000,0.095900000,0.000000000,0.000000000,0.003300000,0.587900000,0.004300000,3,1,7,7,3,,0.142700000,0.003300000,0.193300000,0.050300000,0.012500000,0.035800000,true,true,0.023700000,0.098600000,0.007400000,0.003500000,0.006600000,103,103,0
612,0,1,1920,1080,640,360,ultra-performance,0.001800000,0.020500000,0.176900000,0.477200000,0.013100000,0.101500000,0.534800000,0.156500000,1.664000000,1.662200000,1.482300000,0.181700000,0.003200000,0.017100000,0.010100000,0.146100000,0.175500000,0.175700000,0.054900000,0.002200000,0.418500000,84,0,103,3,7,0.001200000,0.002500000,0.001100000,0.003300000,0.001900000,0.000400000,0.426500000,0.012800000,0.002300000,0.004800000,0.002600000,0.069200000,0.000000000,0.000000000,0.003100000,0.531700000,0.003100000,3,1,7,7,3,,0.141600000,0.003400000,0.182700000,0.044300000,0.011800000,0.034100000,true,true,0.016700000,0.099100000,0.006500000,0.003200000,0.013400000,103,103,0
613,1,1,1920,1080,640,360,ultra-performance,0.001700000,0.019400000,0.174700000,0.716000000,0.016700000,0.140600000,0.868400000,0.193400000,2.359900000,2.358200000,2.130900000,0.229000000,0.002800000,0.016900000,0.009000000,0.145400000,0.227200000,0.227300000,0.084700000,0.002700000,0.626000000,84,0,103,3,7,0.001800000,0.003400000,0.001500000,0.004800000,0.002800000,0.000400000,0.553800000,0.017800000,0.163600000,0.008100000,0.005600000,0.093700000,0.000000000,0.000000000,0.003800000,0.861100000,0.007300000,3,1,7,7,3,,0.203300000,0.004800000,0.293700000,0.059200000,0.015300000,0.048800000,true,true,0.029400000,0.146900000,0.009100000,0.004100000,0.009100000,103,103,0
614,2,1,1920,1080,640,360,ultra-performance,0.002000000,0.024200000,0.257500000,0.637600000,0.015400000,0.128800000,0.720600000,0.249200000,2.298700000,2.296700000,2.035300000,0.263400000,0.003500000,0.023100000,0.014100000,0.216500000,0.261900000,0.262100000,0.081000000,0.002600000,0.551600000,84,0,103,3,7,0.001500000,0.003000000,0.001500000,0.004200000,0.002700000,0.000700000,0.440200000,0.021900000,0.132100000,0.009400000,0.005900000,0.088600000,0.000100000,0.000000000,0.003200000,0.715000000,0.005600000,3,1,7,7,3,,0.183400000,0.003900000,0.252300000,0.052000000,0.013900000,0.045500000,true,true,0.021700000,0.137500000,0.008800000,0.003400000,0.008300000,103,103,0
615,0,1,1920,1080,640,360,ultra-performance,0.002300000,0.027300000,0.185700000,0.480900000,0.013000000,0.100700000,0.665200000,0.179000000,1.822100000,1.819800000,1.654100000,0.168000000,0.003300000,0.017800000,0.010100000,0.154200000,0.166700000,0.166800000,0.054700000,0.002300000,0.422000000,84,0,103,3,7,0.001100000,0.002500000,0.001100000,0.003200000,0.002300000,0.000600000,0.526300000,0.016100000,0.009200000,0.006800000,0.003500000,0.085200000,0.000100000,0.000000000,0.003000000,0.661000000,0.004200000,3,1,7,7,3,,0.145800000,0.003100000,0.184200000,0.044300000,0.011100000,0.033100000,true,true,0.017200000,0.109100000,0.006600000,0.003500000,0.006500000,103,103,0
616,1,1,1920,1080,640,360,ultra-performance,0.001700000,0.021400000,0.189400000,0.475800000,0.012000000,0.099700000,0.824400000,0.312100000,2.105400000,2.103700000,1.936500000,0.168900000,0.002900000,0.016600000,0.009600000,0.159800000,0.165800000,0.165900000,0.054600000,0.002100000,0.417200000,84,0,103,3,7,0.001200000,0.002800000,0.001400000,0.003700000,0.006200000,0.001100000,0.531400000,0.022200000,0.097700000,0.015800000,0.007400000,0.116300000,0.000100000,0.000000000,0.007300000,0.814600000,0.009800000,3,1,7,7,3,,0.132700000,0.003300000,0.191000000,0.045900000,0.010900000,0.032900000,true,true,0.017300000,0.096300000,0.006400000,0.003300000,0.006700000,103,103,0
617,2,1,1920,1080,640,360,ultra-performance,0.004000000,0.069500000,0.341800000,0.684500000,0.016500000,0.128100000,0.711400000,0.202800000,2.459300000,2.455300000,2.158600000,0.300700000,0.012700000,0.061000000,0.022800000,0.243800000,0.298600000,0.298700000,0.094900000,0.002800000,0.584500000,84,0,103,3,7,0.001700000,0.002800000,0.001900000,0.004500000,0.002900000,0.000500000,0.523300000,0.013500000,0.044300000,0.007300000,0.005000000,0.095200000,0.000000000,0.000000000,0.003900000,0.706800000,0.004600000,3,1,7,7,3,,0.191600000,0.003700000,0.273100000,0.053800000,0.014300000,0.047400000,true,true,0.023900000,0.142700000,0.009700000,0.004100000,0.007400000,103,103,0
618,0,1,1920,1080,640,360,ultra-performance,0.002100000,0.024500000,0.260400000,0.673900000,0.015400000,0.130200000,1.047400000,0.312500000,2.741100000,2.739000000,2.466400000,0.274700000,0.003800000,0.025300000,0.013800000,0.216900000,0.271400000,0.271600000,0.091500000,0.002400000,0.577100000,84,0,103,3,7,0.001700000,0.003500000,0.001600000,0.004300000,0.006800000,0.001300000,0.645600000,0.033100000,0.107700000,0.017500000,0.011800000,0.193400000,0.000100000,0.000000000,0.007800000,1.036200000,0.011200000,3,1,7,7,3,,0.188900000,0.004100000,0.267200000,0.056300000,0.013900000,0.045900000,true,true,0.022700000,0.141600000,0.008200000,0.003700000,0.008900000,103,103,0
619,1,1,1920,1080,640,360,ultra-performance,0.002700000,0.037200000,0.209400000,0.656400000,0.019000000,0.148800000,0.771200000,0.198600000,2.204200000,2.201500000,2.043300000,0.160900000,0.007100000,0.029200000,0.012800000,0.159200000,0.158800000,0.159300000,0.073200000,0.005100000,0.576400000,84,0,103,3,7,0.001500000,0.004200000,0.001400000,0.003500000,0.003000000,0.000700000,0.492900000,0.022700000,0.109100000,0.008800000,0.004800000,0.107900000,0.000100000,0.000000000,0.003800000,0.764400000,0.006800000,3,1,7,7,3,,0.205400000,0.005000000,0.218400000,0.091600000,0.014900000,0.040000000,true,true,0.049600000,0.120400000,0.014800000,0.007100000,0.010000000,103,103,0
620,2,1,1920,1080,640,360,ultra-performance,0.002300000,0.055300000,0.353900000,0.751000000,0.020000000,0.141500000,0.868600000,0.234700000,2.700300000,2.698000000,2.427300000,0.273000000,0.005000000,0.028600000,0.016200000,0.303000000,0.270600000,0.271100000,0.097300000,0.003600000,0.647600000,84,0,103,3,7,0.001800000,0.003700000,0.001500000,0.004200000,0.003200000,0.000600000,0.571600000,0.016800000,0.101800000,0.009600000,0.004800000,0.137900000,0.000000000,0.000000000,0.004300000,0.861800000,0.006800000,3,1,7,7,3,,0.212500000,0.004100000,0.293400000,0.072600000,0.015700000,0.048600000,true,true,0.027900000,0.153000000,0.011900000,0.004700000,0.011000000,103,103,0
621,0,1,1920,1080,640,360,ultra-performance,0.002300000,0.028200000,0.258300000,0.676100000,0.017800000,0.154900000,0.626100000,0.276000000,2.311300000,2.309000000,2.039700000,0.271600000,0.003600000,0.023800000,0.012500000,0.217900000,0.264800000,0.265100000,0.081900000,0.003100000,0.588700000,84,0,103,3,7,0.001800000,0.003500000,0.001800000,0.004000000,0.003500000,0.000600000,0.438900000,0.017500000,0.040500000,0.008200000,0.005000000,0.092100000,0.000000000,0.000000000,0.003700000,0.621100000,0.005000000,3,1,7,7,3,,0.196500000,0.004100000,0.270300000,0.054400000,0.014200000,0.048300000,true,true,0.026500000,0.143600000,0.009300000,0.003800000,0.009600000,103,103,0
622,1,1,1920,1080,640,360,ultra-performance,0.002400000,0.032700000,0.259500000,0.666800000,0.017100000,0.147800000,0.768500000,0.213800000,2.383500000,2.381100000,2.108600000,0.274900000,0.003600000,0.022400000,0.013600000,0.219300000,0.273300000,0.273500000,0.081300000,0.002400000,0.580600000,84,0,103,3,7,0.001500000,0.003500000,0.001500000,0.003700000,0.003900000,0.000600000,0.505500000,0.026100000,0.083100000,0.009600000,0.006400000,0.111900000,0.000000000,0.000000000,0.004200000,0.761500000,0.007000000,3,1,7,7,3,,0.193400000,0.003900000,0.267000000,0.052800000,0.014500000,0.048100000,true,true,0.024100000,0.144400000,0.008800000,0.003500000,0.008700000,103,103,0
623,2,1,1920,1080,640,360,ultra-performance,0.002200000,0.033400000,0.261700000,0.676500000,0.016900000,0.133500000,0.831900000,0.214600000,2.448800000,2.446600000,2.170700000,0.278100000,0.003400000,0.022800000,0.015300000,0.219800000,0.276500000,0.276700000,0.083900000,0.002600000,0.587500000,84,0,103,3,7,0.001700000,0.003200000,0.001500000,0.004300000,0.003100000,0.000400000,0.582300000,0.017200000,0.081000000,0.008100000,0.005300000,0.114800000,0.000000000,0.000000000,0.003700000,0.826600000,0.005300000,3,1,7,7,3,,0.197600000,0.003900000,0.269500000,0.054500000,0.014200000,0.047100000,true,true,0.022400000,0.149200000,0.009800000,0.004000000,0.008300000,103,103,0
624,0,1,1920,1080,640,360,ultra-performance,0.001800000,0.026900000,0.261500000,0.671300000,0.016700000,0.150600000,1.024100000,0.197300000,2.623100000,2.621300000,2.350200000,0.272900000,0.003400000,0.021600000,0.013800000,0.222400000,0.271100000,0.271200000,0.085300000,0.002700000,0.580800000,84,0,103,3,7,0.001700000,0.003900000,0.001500000,0.004100000,0.003700000,0.000600000,0.639700000,0.029700000,0.148200000,0.016000000,0.007300000,0.153600000,0.000100000,0.000000000,0.004200000,1.014300000,0.009800000,3,1,7,7,3,,0.193700000,0.004000000,0.267800000,0.052700000,0.013900000,0.048200000,true,true,0.022900000,0.145600000,0.009100000,0.003700000,0.008800000,103,103,0
625,1,1,1920,1080,640,360,ultra-performance,0.002100000,0.031100000,0.253400000,0.654800000,0.016200000,0.131300000,0.784800000,0.197500000,2.339100000,2.337000000,2.071200000,0.267900000,0.003800000,0.022100000,0.013200000,0.213800000,0.259300000,0.259400000,0.080600000,0.002700000,0.569200000,84,0,103,3,7,0.001600000,0.003000000,0.001600000,0.004100000,0.003100000,0.000400000,0.541400000,0.021000000,0.092100000,0.008200000,0.005400000,0.094500000,0.000100000,0.000000000,0.003700000,0.780200000,0.004600000,3,1,7,7,3,,0.193100000,0.003800000,0.260000000,0.051800000,0.014000000,0.046200000,true,true,0.022800000,0.145200000,0.008800000,0.004100000,0.008500000,103,103,0
626,2,1,1920,1080,640,360,ultra-performance,0.002100000,0.030700000,0.259300000,0.658000000,0.015800000,0.145500000,0.785700000,0.298200000,2.467600000,2.465500000,2.195300000,0.272300000,0.003500000,0.021800000,0.013100000,0.220300000,0.270500000,0.270800000,0.081900000,0.002400000,0.571300000,84,0,103,3,7,0.001500000,0.003100000,0.001400000,0.003500000,0.003300000,0.000400000,0.510000000,0.016600000,0.131800000,0.009300000,0.005200000,0.089100000,0.000100000,0.000000000,0.004300000,0.779600000,0.006100000,3,1,7,7,3,,0.191200000,0.003800000,0.261100000,0.054400000,0.013900000,0.046200000,true,true,0.022100000,0.145200000,0.008300000,0.003800000,0.008200000,103,103,0
627,0,1,1920,1080,640,360,ultra-performance,0.002600000,0.030300000,0.256800000,0.662200000,0.017000000,0.131700000,0.745200000,0.175200000,2.285100000,2.282500000,2.021000000,0.264100000,0.003500000,0.022500000,0.015100000,0.215200000,0.262500000,0.262800000,0.078600000,0.002500000,0.578500000,84,0,103,3,7,0.001400000,0.003400000,0.001400000,0.004400000,0.003000000,0.000500000,0.480000000,0.024900000,0.090100000,0.010300000,0.006100000,0.111000000,0.000000000,0.000000000,0.003000000,0.739500000,0.005700000,3,1,7,7,3,,0.181700000,0.004000000,0.277900000,0.053000000,0.014000000,0.047200000,true,true,0.021700000,0.136700000,0.008500000,0.003500000,0.007800000,103,103,0
628,1,1,1920,1080,640,360,ultra-performance,0.001800000,0.021700000,0.183700000,0.485400000,0.013300000,0.103800000,0.654500000,0.240600000,1.885700000,1.883900000,1.704800000,0.180900000,0.002900000,0.025800000,0.011600000,0.142900000,0.179700000,0.179800000,0.054400000,0.002300000,0.426900000,84,0,103,3,7,0.001300000,0.008100000,0.001400000,0.003000000,0.002300000,0.000400000,0.527300000,0.016700000,0.003100000,0.008000000,0.004500000,0.070700000,0.000000000,0.000000000,0.003000000,0.649800000,0.004700000,3,1,7,7,3,,0.145200000,0.003400000,0.187300000,0.043700000,0.011900000,0.034900000,true,true,0.017900000,0.106900000,0.007000000,0.003600000,0.006900000,103,103,0
629,2,1,1920,1080,640,360,ultra-performance,0.002500000,0.032700000,0.170100000,0.468000000,0.013300000,0.108000000,0.761400000,0.187500000,1.910700000,1.908200000,1.743500000,0.167200000,0.003900000,0.018100000,0.010200000,0.137600000,0.165700000,0.165800000,0.054000000,0.002400000,0.409700000,84,0,103,3,7,0.001400000,0.002600000,0.001400000,0.002800000,0.003300000,0.000600000,0.601500000,0.020700000,0.019100000,0.009600000,0.005400000,0.083600000,0.000000000,0.000000000,0.003700000,0.755700000,0.005700000,3,1,7,7,3,,0.132400000,0.003200000,0.184000000,0.044900000,0.011400000,0.033500000,true,true,0.017100000,0.096100000,0.006600000,0.003300000,0.006500000,103,103,0
630,0,1,1920,1080,640,360,ultra-performance,0.001900000,0.025100000,0.262100000,0.661400000,0.016400000,0.138400000,0.924300000,0.342400000,2.647200000,2.645300000,2.372000000,0.275200000,0.003500000,0.021000000,0.019200000,0.218000000,0.267900000,0.268000000,0.082500000,0.002600000,0.573800000,84,0,103,3,7,0.001500000,0.003200000,0.001500000,0.003400000,0.004100000,0.001100000,0.680400000,0.022500000,0.051300000,0.011600000,0.006000000,0.123800000,0.000100000,0.000000000,0.006500000,0.917000000,0.007300000,3,1,7,7,3,,0.188700000,0.004000000,0.263500000,0.055300000,0.014400000,0.047300000,true,true,0.022000000,0.142000000,0.008500000,0.003900000,0.008700000,103,103,0
631,1,1,1920,1080,640,360,ultra-performance,0.003100000,0.034700000,0.264200000,0.481000000,0.012900000,0.103300000,0.791100000,0.209700000,2.070700000,2.067600000,1.900000000,0.170700000,0.005300000,0.032100000,0.018400000,0.207700000,0.168900000,0.169000000,0.063300000,0.002200000,0.413600000,84,0,103,3,7,0.001200000,0.002500000,0.010500000,0.003200000,0.003100000,0.000600000,0.481400000,0.020500000,0.127400000,0.010300000,0.005200000,0.115200000,0.000000000,0.000000000,0.003800000,0.784900000,0.006200000,3,1,7,7,3,,0.135600000,0.003400000,0.185500000,0.043500000,0.011200000,0.033800000,true,true,0.017400000,0.098800000,0.006700000,0.003500000,0.006400000,103,103,0
632,2,1,1920,1080,640,360,ultra-performance,0.001900000,0.038800000,0.257200000,0.659700000,0.016500000,0.137100000,0.855100000,0.191500000,2.427000000,2.425100000,2.157800000,0.269200000,0.004200000,0.022500000,0.013000000,0.217000000,0.267500000,0.267700000,0.082700000,0.002700000,0.572000000,84,0,103,3,7,0.001800000,0.003400000,0.001600000,0.003700000,0.002700000,0.000500000,0.601500000,0.018400000,0.093100000,0.008600000,0.005000000,0.105100000,0.000100000,0.000000000,0.003800000,0.849300000,0.005800000,3,1,7,7,3,,0.189300000,0.004100000,0.261700000,0.054400000,0.014100000,0.047700000,true,true,0.022400000,0.141700000,0.008800000,0.003500000,0.009000000,103,103,0
633,0,1,1920,1080,640,360,ultra-performance,0.002100000,0.029200000,0.261700000,0.669600000,0.015700000,0.132100000,0.849100000,0.170500000,2.405600000,2.403500000,2.130000000,0.275600000,0.003900000,0.023200000,0.013000000,0.221400000,0.274300000,0.274500000,0.082300000,0.002500000,0.582000000,84,0,103,3,7,0.001900000,0.003200000,0.001600000,0.004100000,0.002800000,0.000700000,0.601800000,0.016700000,0.109400000,0.008000000,0.005800000,0.082400000,0.000000000,0.000000000,0.003900000,0.842300000,0.006800000,3,1,7,7,3,,0.189200000,0.004000000,0.272800000,0.052200000,0.014500000,0.048700000,true,true,0.022000000,0.142100000,0.009700000,0.003500000,0.008100000,103,103,0
634,1,1,1920,1080,640,360,ultra-performance,0.002000000,0.025700000,0.251700000,0.652800000,0.014900000,0.144900000,0.730200000,0.179900000,2.269600000,2.267600000,2.002100000,0.267500000,0.003500000,0.021400000,0.012000000,0.214200000,0.265900000,0.266100000,0.080100000,0.002900000,0.567300000,84,0,103,3,7,0.001500000,0.003200000,0.001400000,0.003400000,0.002900000,0.000600000,0.524100000,0.017400000,0.037800000,0.008200000,0.005300000,0.114800000,0.000100000,0.000000000,0.003800000,0.724500000,0.005700000,3,1,7,7,3,,0.188500000,0.003800000,0.258400000,0.053500000,0.014600000,0.047900000,true,true,0.023000000,0.142000000,0.008000000,0.003500000,0.008400000,103,103,0
635,2,1,1920,1080,640,360,ultra-performance,0.001900000,0.025800000,0.265700000,0.668800000,0.017200000,0.132800000,0.788000000,0.181400000,2.355600000,2.353700000,2.081600000,0.274000000,0.003400000,0.023700000,0.016000000,0.222000000,0.272400000,0.272500000,0.081300000,0.002600000,0.582500000,84,0,103,3,7,0.010400000,0.003000000,0.001500000,0.003700000,0.003400000,0.000600000,0.636800000,0.015600000,0.002200000,0.009000000,0.005200000,0.086400000,0.000100000,0.000000000,0.003700000,0.781600000,0.006400000,3,1,7,7,3,,0.198000000,0.004000000,0.265600000,0.052800000,0.013700000,0.048000000,true,true,0.023800000,0.147300000,0.010100000,0.003700000,0.009300000,103,103,0
