frame_ordinal,frame_slot,config_revision,display_width,display_height,render_width,render_height,dlss_quality,wait_gpu_ms,frame_setup_ms,scene_ms,build_ms,compile_ms,prepare_ms,execute_ms,present_ms,total_ms,cpu_work_ms,classified_ms,unclassified_ms,scene_begin_upload_ms,scene_raster_extract_ms,scene_tlas_extract_ms,scene_bridge_ms,tlas_texture_collection_ms,post_scene_ms,graph_prelude_ms,ui_collect_ms,node_loop_ms,raster_packets,rt_packets,tlas_packets,submit_batches,record_tasks,node_build_0_ms,node_build_1_ms,node_build_2_ms,node_build_3_ms,node_build_4_ms,node_build_5_ms,as_recorded,as_available,as_cache_scan_ms,as_metadata_plan_ms,as_cpu_writes_ms,as_tlas_sizing_ms,as_graph_declare_ms,as_packets,as_instances,as_dirty_blas
610,1,1,1920,1080,640,360,ultra-performance,0.001400000,0.019000000,0.154300000,0.417600000,0.011900000,0.091700000,0.470200000,0.134000000,1.454800000,1.453400000,1.300100000,0.154700000,0.002800000,0.014900000,0.009700000,0.126500000,0.153700000,0.153800000,0.049000000,0.001700000,0.365400000,84,0,103,3,7,0.117900000,0.002900000,0.166200000,0.037400000,0.009800000,0.030800000,true,true,0.014900000,0.085900000,0.005900000,0.002700000,0.006200000,103,103,0
611,2,1,1920,1080,640,360,ultra-performance,1.219100000,0.023500000,0.156300000,0.429700000,0.011600000,0.093600000,0.512000000,0.137200000,2.745100000,1.526000000,2.583000000,0.162100000,0.003200000,0.016000000,0.009000000,0.127600000,0.161200000,0.161300000,0.050800000,0.001900000,0.375300000,84,0,103,3,7,0.121700000,0.003000000,0.167500000,0.041900000,0.009900000,0.030800000,true,true,0.014800000,0.088700000,0.006700000,0.003000000,0.006000000,103,103,0
612,0,1,1920,1080,640,360,ultra-performance,0.001600000,0.016800000,0.156600000,0.424000000,0.011400000,0.093100000,0.490800000,0.140600000,1.497500000,1.495900000,1.334900000,0.162600000,0.002800000,0.015600000,0.008900000,0.128900000,0.155800000,0.156000000,0.049100000,0.001800000,0.371500000,84,0,103,3,7,0.119400000,0.003000000,0.168500000,0.038900000,0.010100000,0.031000000,true,true,0.014900000,0.086500000,0.005800000,0.003200000,0.006200000,103,103,0
613,1,1,1920,1080,640,360,ultra-performance,1.136100000,0.024100000,0.158500000,0.423000000,0.011900000,0.091200000,0.428800000,0.159400000,2.588400000,1.452300000,2.433000000,0.155400000,0.003300000,0.016000000,0.009600000,0.129200000,0.154300000,0.154400000,0.049400000,0.002300000,0.369800000,84,0,103,3,7,0.119800000,0.003100000,0.165900000,0.040600000,0.009700000,0.030300000,true,true,0.014600000,0.087600000,0.006300000,0.003000000,0.005900000,103,103,0
614,2,1,1920,1080,640,360,ultra-performance,0.406700000,0.018100000,0.158600000,0.427800000,0.011500000,0.090900000,0.632600000,0.140700000,2.049900000,1.643200000,1.886900000,0.163000000,0.003000000,0.016700000,0.009600000,0.129000000,0.162000000,0.162100000,0.050200000,0.002100000,0.373900000,84,0,103,3,7,0.119500000,0.003100000,0.168000000,0.041800000,0.009800000,0.031000000,true,true,0.015200000,0.086900000,0.005800000,0.003100000,0.006200000,103,103,0
615,0,1,1920,1080,640,360,ultra-performance,0.001500000,0.016900000,0.155200000,0.432100000,0.011900000,0.091300000,0.493200000,0.142800000,1.500100000,1.498600000,1.344900000,0.155200000,0.003000000,0.015700000,0.009100000,0.127200000,0.153900000,0.154100000,0.050400000,0.002200000,0.377900000,84,0,103,3,7,0.120500000,0.002900000,0.167600000,0.045700000,0.009900000,0.030800000,true,true,0.014900000,0.088300000,0.005600000,0.003200000,0.006000000,103,103,0
616,1,1,1920,1080,640,360,ultra-performance,1.483200000,0.064200000,0.160500000,0.436100000,0.011800000,0.097000000,0.480700000,0.142900000,3.033600000,1.550400000,2.876400000,0.157200000,0.003600000,0.017800000,0.009400000,0.129200000,0.155900000,0.156000000,0.050300000,0.002400000,0.381900000,84,0,103,3,7,0.122900000,0.003000000,0.171000000,0.043600000,0.010100000,0.030900000,true,true,0.015200000,0.089200000,0.006200000,0.003700000,0.006100000,103,103,0
617,2,1,1920,1080,640,360,ultra-performance,0.793700000,0.025200000,0.157800000,0.448700000,0.012100000,0.094800000,0.489500000,0.152200000,2.328600000,1.534900000,2.174000000,0.154600000,0.003600000,0.016600000,0.009700000,0.127600000,0.153500000,0.153600000,0.050200000,0.002600000,0.394100000,84,0,103,3,7,0.122100000,0.003000000,0.185300000,0.042100000,0.010200000,0.031000000,true,true,0.015400000,0.088500000,0.006400000,0.003300000,0.006000000,103,103,0
618,0,1,1920,1080,640,360,ultra-performance,0.001600000,0.017900000,0.163100000,0.426500000,0.011400000,0.092000000,0.489200000,0.130500000,1.499900000,1.498300000,1.332200000,0.167700000,0.002700000,0.015500000,0.008800000,0.135700000,0.166800000,0.166900000,0.052000000,0.001900000,0.371000000,84,0,103,3,7,0.122000000,0.003000000,0.167400000,0.037900000,0.009700000,0.030600000,true,true,0.014900000,0.090000000,0.005800000,0.002700000,0.006100000,103,103,0
619,1,1,1920,1080,640,360,ultra-performance,1.109200000,0.021700000,0.231800000,0.710700000,0.010900000,0.096300000,0.642200000,0.142100000,3.300400000,2.191200000,2.964900000,0.335500000,0.003200000,0.015700000,0.009600000,0.202900000,0.333900000,0.334200000,0.105000000,0.003500000,0.600800000,84,0,103,3,7,0.250000000,0.006300000,0.264800000,0.037900000,0.010200000,0.030800000,true,true,0.030100000,0.187300000,0.009500000,0.005600000,0.012500000,103,103,0
620,2,1,1920,1080,640,360,ultra-performance,0.001400000,0.017600000,0.157200000,0.439600000,0.011600000,0.094800000,0.544200000,0.130200000,1.554400000,1.553000000,1.396600000,0.157800000,0.003000000,0.015900000,0.008900000,0.129100000,0.156700000,0.156800000,0.050100000,0.002400000,0.385500000,84,0,103,3,7,0.119700000,0.003000000,0.181900000,0.039200000,0.010200000,0.030800000,true,true,0.014700000,0.087400000,0.006200000,0.002900000,0.006000000,103,103,0
621,0,1,1920,1080,640,360,ultra-performance,0.377800000,0.017800000,0.157700000,0.424400000,0.010900000,0.091300000,0.456900000,0.137300000,1.842000000,1.464200000,1.674100000,0.167900000,0.002800000,0.015500000,0.008900000,0.130000000,0.162700000,0.162800000,0.049900000,0.002200000,0.370700000,84,0,103,3,7,0.121000000,0.002800000,0.167600000,0.038000000,0.009900000,0.030700000,true,true,0.015100000,0.088500000,0.006300000,0.002900000,0.005800000,103,103,0
622,1,1,1920,1080,640,360,ultra-performance,0.383300000,0.023500000,0.156400000,0.427300000,0.011300000,0.092600000,0.466200000,0.133900000,1.849200000,1.465900000,1.694500000,0.154700000,0.003100000,0.016100000,0.009800000,0.126800000,0.153600000,0.153700000,0.050700000,0.002000000,0.373000000,84,0,103,3,7,0.119700000,0.002900000,0.167800000,0.041200000,0.009800000,0.031000000,true,true,0.015300000,0.086700000,0.006100000,0.003000000,0.006100000,103,103,0
623,2,1,1920,1080,640,360,ultra-performance,1.048700000,0.020200000,0.155800000,0.435300000,0.011600000,0.096000000,0.521800000,0.147200000,2.591800000,1.543100000,2.436600000,0.155200000,0.003300000,0.016200000,0.009300000,0.126800000,0.153900000,0.154000000,0.050100000,0.002300000,0.381300000,84,0,103,3,7,0.128000000,0.002900000,0.167600000,0.041300000,0.010200000,0.030800000,true,true,0.020900000,0.089200000,0.006100000,0.003100000,0.006100000,103,103,0
624,0,1,1920,1080,640,360,ultra-performance,0.298400000,0.038900000,0.333900000,0.490900000,0.011400000,0.091400000,0.603900000,0.136100000,2.336100000,2.037700000,2.004900000,0.331200000,0.006800000,0.034100000,0.018900000,0.273200000,0.330100000,0.330400000,0.107300000,0.002000000,0.379900000,84,0,103,3,7,0.124200000,0.002900000,0.171800000,0.040500000,0.009700000,0.030200000,true,true,0.014800000,0.091800000,0.005800000,0.003300000,0.006000000,103,103,0
625,1,1,1920,1080,640,360,ultra-performance,0.001600000,0.017900000,0.156800000,0.429800000,0.011100000,0.090700000,0.578800000,0.256900000,1.701500000,1.699900000,1.543600000,0.157900000,0.002700000,0.015400000,0.009600000,0.128900000,0.155800000,0.155900000,0.049900000,0.001800000,0.376600000,84,0,103,3,7,0.120400000,0.002800000,0.174900000,0.036800000,0.010000000,0.031000000,true,true,0.014700000,0.088300000,0.006200000,0.003200000,0.005700000,103,103,0
626,2,1,1920,1080,640,360,ultra-performance,0.493200000,0.020600000,0.156700000,0.421800000,0.011700000,0.099100000,0.525300000,0.137400000,2.020200000,1.527000000,1.865800000,0.154400000,0.003400000,0.016700000,0.009200000,0.127100000,0.153200000,0.153400000,0.049700000,0.002000000,0.368500000,84,0,103,3,7,0.118400000,0.002900000,0.166100000,0.040500000,0.010000000,0.030000000,true,true,0.014900000,0.085900000,0.006200000,0.003100000,0.005800000,103,103,0
627,0,1,1920,1080,640,360,ultra-performance,0.698800000,0.017300000,0.157600000,0.422900000,0.011500000,0.091600000,0.686400000,0.153200000,2.395100000,1.696300000,2.239300000,0.155800000,0.003000000,0.015900000,0.009600000,0.128700000,0.154600000,0.154700000,0.049900000,0.002000000,0.369400000,84,0,103,3,7,0.120500000,0.003100000,0.166400000,0.038900000,0.010000000,0.030300000,true,true,0.014600000,0.088600000,0.005700000,0.003100000,0.006000000,103,103,0
628,1,1,1920,1080,640,360,ultra-performance,0.001500000,0.020300000,0.156000000,0.432200000,0.011700000,0.115600000,0.458700000,0.136700000,1.489000000,1.487500000,1.332700000,0.156300000,0.002800000,0.015800000,0.009400000,0.127600000,0.154900000,0.155100000,0.049400000,0.002100000,0.379000000,84,0,103,3,7,0.126600000,0.003000000,0.168800000,0.039300000,0.009900000,0.031000000,true,true,0.014800000,0.094100000,0.005800000,0.003200000,0.006100000,103,103,0
629,2,1,1920,1080,640,360,ultra-performance,1.065400000,0.031700000,0.333900000,0.503100000,0.012100000,0.091900000,0.571900000,0.221300000,3.168900000,2.103500000,2.831300000,0.337600000,0.005900000,0.032700000,0.018500000,0.275900000,0.336200000,0.336500000,0.106100000,0.003900000,0.391600000,84,0,103,3,7,0.144400000,0.002900000,0.165200000,0.038300000,0.009400000,0.030600000,true,true,0.030200000,0.096400000,0.006300000,0.003200000,0.005800000,103,103,0
630,0,1,1920,1080,640,360,ultra-performance,0.001700000,0.018900000,0.180000000,0.435500000,0.030800000,0.102200000,0.395700000,0.134700000,1.485100000,1.483400000,1.299500000,0.185600000,0.003500000,0.016500000,0.009600000,0.150000000,0.181200000,0.181300000,0.051300000,0.002100000,0.380500000,84,0,103,3,7,0.122300000,0.003000000,0.171100000,0.040700000,0.011600000,0.031200000,true,true,0.015100000,0.089200000,0.005900000,0.003400000,0.006100000,103,103,0
631,1,1,1920,1080,640,360,ultra-performance,0.676200000,0.020500000,0.155600000,0.424800000,0.011700000,0.089700000,0.517700000,0.147600000,2.199200000,1.523000000,2.043800000,0.155400000,0.002900000,0.015800000,0.009300000,0.127400000,0.154100000,0.154200000,0.049700000,0.002100000,0.371300000,84,0,103,3,7,0.121900000,0.003300000,0.166400000,0.038800000,0.010000000,0.030400000,true,true,0.014800000,0.089600000,0.005900000,0.003300000,0.005900000,103,103,0
632,2,1,1920,1080,640,360,ultra-performance,0.653400000,0.021900000,0.156900000,0.425100000,0.011700000,0.099400000,0.569000000,0.130100000,2.223100000,1.569700000,2.067500000,0.155600000,0.003100000,0.016300000,0.009200000,0.127900000,0.154500000,0.154600000,0.049400000,0.002100000,0.372000000,84,0,103,3,7,0.120900000,0.003200000,0.167500000,0.039300000,0.009900000,0.030700000,true,true,0.014900000,0.088100000,0.006300000,0.003000000,0.006000000,103,103,0
633,0,1,1920,1080,640,360,ultra-performance,0.785400000,0.019700000,0.155700000,0.417800000,0.011200000,0.090600000,0.512200000,0.166700000,2.313500000,1.528100000,2.159300000,0.154200000,0.003100000,0.016500000,0.009200000,0.126500000,0.153000000,0.153200000,0.049100000,0.002000000,0.365100000,84,0,103,3,7,0.117100000,0.002800000,0.164900000,0.040400000,0.009600000,0.029800000,true,true,0.014800000,0.085600000,0.005400000,0.003000000,0.006000000,103,103,0
634,1,1,1920,1080,640,360,ultra-performance,0.001900000,0.017800000,0.155700000,0.435300000,0.011500000,0.096600000,0.397700000,0.126800000,1.399000000,1.397100000,1.243300000,0.155700000,0.002800000,0.015400000,0.009300000,0.127800000,0.154500000,0.154600000,0.053300000,0.002900000,0.377500000,84,0,103,3,7,0.127000000,0.002900000,0.166500000,0.039900000,0.010100000,0.030800000,true,true,0.016100000,0.088900000,0.005800000,0.003000000,0.010500000,103,103,0
635,2,1,1920,1080,640,360,ultra-performance,1.255400000,0.034500000,0.330000000,0.498800000,0.011300000,0.091500000,0.582800000,0.148700000,3.281600000,2.026200000,2.953000000,0.328600000,0.005900000,0.033800000,0.018800000,0.270700000,0.327300000,0.327500000,0.105700000,0.003800000,0.387700000,84,0,103,3,7,0.135700000,0.002800000,0.167100000,0.041500000,0.009700000,0.030400000,true,true,0.029900000,0.087700000,0.006500000,0.002900000,0.006000000,103,103,0
636,0,1,1920,1080,640,360,ultra-performance,0.001400000,0.016600000,0.157400000,0.425500000,0.010800000,0.090700000,0.582900000,0.124600000,1.567700000,1.566300000,1.409900000,0.157800000,0.002600000,0.015200000,0.008700000,0.130600000,0.156700000,0.156800000,0.049300000,0.001800000,0.372700000,84,0,103,3,7,0.120700000,0.002800000,0.164600000,0.044200000,0.009800000,0.030300000,true,true,0.015300000,0.088400000,0.005600000,0.003100000,0.005800000,103,103,0
637,1,1,1920,1080,640,360,ultra-performance,0.519400000,0.022500000,0.156900000,0.428800000,0.011800000,0.098600000,0.557800000,0.137500000,2.088500000,1.569100000,1.933300000,0.155200000,0.003200000,0.016400000,0.009300000,0.127800000,0.154000000,0.154100000,0.050300000,0.002200000,0.374800000,84,0,103,3,7,0.120800000,0.002800000,0.168800000,0.040700000,0.010200000,0.030900000,true,true,0.015200000,0.087900000,0.005900000,0.003200000,0.006000000,103,103,0
638,2,1,1920,1080,640,360,ultra-performance,0.495000000,0.016000000,0.162600000,0.419300000,0.010700000,0.095200000,0.528500000,0.129200000,2.013100000,1.518100000,1.856500000,0.156600000,0.002800000,0.015400000,0.009100000,0.134900000,0.155600000,0.155800000,0.049800000,0.002000000,0.366000000,84,0,103,3,7,0.119500000,0.002700000,0.165700000,0.037000000,0.009700000,0.031000000,true,true,0.014600000,0.087900000,0.005800000,0.003000000,0.005800000,103,103,0
639,0,1,1920,1080,640,360,ultra-performance,0.503400000,0.016800000,0.157400000,0.411200000,0.010600000,0.087600000,0.600300000,0.144400000,2.098700000,1.595300000,1.931700000,0.167000000,0.002800000,0.015100000,0.009200000,0.129900000,0.162500000,0.162600000,0.049200000,0.002000000,0.358500000,84,0,103,3,7,0.116800000,0.002700000,0.162600000,0.036500000,0.009600000,0.029800000,true,true,0.014200000,0.086100000,0.005900000,0.002800000,0.005400000,103,103,0
640,1,1,1920,1080,640,360,ultra-performance,0.001500000,0.020300000,0.158600000,0.432900000,0.011400000,0.091400000,0.656600000,0.132500000,1.663000000,1.661500000,1.505200000,0.157800000,0.003100000,0.015800000,0.009500000,0.129800000,0.156800000,0.156900000,0.050200000,0.001900000,0.379300000,84,0,103,3,7,0.127500000,0.002900000,0.168500000,0.038600000,0.010400000,0.030800000,true,true,0.014700000,0.095300000,0.005800000,0.003000000,0.006100000,103,103,0
641,2,1,1920,1080,640,360,ultra-performance,0.827900000,0.019800000,0.155800000,0.426800000,0.010900000,0.090900000,0.718800000,0.153900000,2.557500000,1.729600000,2.404800000,0.152700000,0.003200000,0.016300000,0.009300000,0.126500000,0.151600000,0.151700000,0.055300000,0.002000000,0.367900000,84,0,103,3,7,0.119700000,0.003200000,0.164900000,0.039900000,0.009900000,0.029800000,true,true,0.014600000,0.087200000,0.005600000,0.003300000,0.005800000,103,103,0
642,0,1,1920,1080,640,360,ultra-performance,0.001500000,0.018800000,0.159300000,0.437600000,0.011200000,0.094000000,0.503200000,0.137000000,1.521000000,1.519500000,1.362600000,0.158400000,0.003100000,0.016200000,0.009400000,0.130100000,0.157200000,0.157300000,0.049500000,0.002000000,0.384400000,84,0,103,3,7,0.124900000,0.003100000,0.168700000,0.046000000,0.010000000,0.031200000,true,true,0.015100000,0.090900000,0.006800000,0.003200000,0.006300000,103,103,0
643,1,1,1920,1080,640,360,ultra-performance,0.966600000,0.038500000,0.333200000,0.638800000,0.011400000,0.094900000,0.526900000,0.139200000,3.081000000,2.114400000,2.749500000,0.331500000,0.006600000,0.033500000,0.019100000,0.273200000,0.330300000,0.330600000,0.107100000,0.004000000,0.526000000,84,0,103,3,7,0.248400000,0.006100000,0.189100000,0.041100000,0.010000000,0.030600000,true,true,0.031600000,0.184500000,0.008700000,0.005900000,0.012500000,103,103,0
644,2,1,1920,1080,640,360,ultra-performance,0.001500000,0.017300000,0.156800000,0.605000000,0.013100000,0.095800000,0.667500000,0.267000000,1.982200000,1.980700000,1.824000000,0.158200000,0.002800000,0.015500000,0.008900000,0.129100000,0.156100000,0.156200000,0.050600000,0.002100000,0.550600000,84,0,103,3,7,0.122300000,0.003000000,0.340600000,0.041000000,0.011000000,0.032200000,true,true,0.015100000,0.089000000,0.006700000,0.002800000,0.006100000,103,103,0
645,0,1,1920,1080,640,360,ultra-performance,0.001600000,0.017400000,0.166000000,0.442200000,0.012300000,0.095300000,0.458800000,0.142700000,1.494900000,1.493300000,1.336300000,0.158600000,0.002900000,0.015600000,0.009700000,0.137300000,0.157400000,0.157500000,0.050300000,0.001900000,0.388300000,84,0,103,3,7,0.133200000,0.003000000,0.170900000,0.039400000,0.010100000,0.031200000,true,true,0.015600000,0.099500000,0.006200000,0.003300000,0.006200000,103,103,0
646,1,1,1920,1080,640,360,ultra-performance,1.000700000,0.021600000,0.156100000,0.430400000,0.012100000,0.090800000,0.541200000,0.133600000,2.542100000,1.541400000,2.386500000,0.155600000,0.003100000,0.015400000,0.009200000,0.127700000,0.154200000,0.154600000,0.049700000,0.001900000,0.377300000,84,0,103,3,7,0.127900000,0.003000000,0.167000000,0.037800000,0.009700000,0.031200000,true,true,0.015300000,0.095300000,0.006100000,0.003000000,0.005700000,103,103,0
647,2,1,1920,1080,640,360,ultra-performance,0.581700000,0.029300000,0.157600000,0.437400000,0.012500000,0.098300000,0.656600000,0.157400000,2.285700000,1.704000000,2.130800000,0.154900000,0.003400000,0.016400000,0.009800000,0.127600000,0.153300000,0.153400000,0.051200000,0.002200000,0.382300000,84,0,103,3,7,0.122700000,0.003100000,0.171900000,0.042000000,0.010600000,0.031400000,true,true,0.015200000,0.088600000,0.006900000,0.003400000,0.006100000,103,103,0
648,0,1,1920,1080,640,360,ultra-performance,0.438600000,0.022900000,0.173800000,0.704000000,0.014100000,0.101000000,0.740100000,0.236900000,2.599600000,2.161000000,2.431400000,0.168200000,0.003100000,0.016400000,0.010200000,0.143700000,0.158000000,0.158100000,0.051700000,0.002500000,0.646800000,84,0,103,3,7,0.128200000,0.003200000,0.347200000,0.109400000,0.020900000,0.036800000,true,true,0.015500000,0.093500000,0.006800000,0.003700000,0.006200000,103,103,0
649,1,1,1920,1080,640,360,ultra-performance,0.001600000,0.022900000,0.250200000,0.506500000,0.013100000,0.170200000,0.622700000,0.140600000,2.180400000,2.178800000,1.727800000,0.452600000,0.002900000,0.015700000,0.009900000,0.221200000,0.451000000,0.451500000,0.108100000,0.002400000,0.394400000,84,0,103,3,7,0.134000000,0.003100000,0.171800000,0.043000000,0.010700000,0.031100000,true,true,0.015800000,0.099300000,0.006500000,0.003600000,0.006200000,103,103,0
650,2,1,1920,1080,640,360,ultra-performance,0.001500000,0.021600000,0.156200000,0.440500000,0.012900000,0.095600000,0.615300000,0.233800000,1.743800000,1.742300000,1.577400000,0.166400000,0.002800000,0.015600000,0.009000000,0.128400000,0.164600000,0.164800000,0.052300000,0.002200000,0.384200000,84,0,103,3,7,0.125800000,0.003100000,0.173400000,0.039300000,0.010500000,0.031600000,true,true,0.014800000,0.092200000,0.006200000,0.003800000,0.006200000,103,103,0
651,0,1,1920,1080,640,360,ultra-performance,0.001400000,0.018400000,0.155800000,0.577300000,0.012900000,0.096400000,0.527400000,0.306600000,1.887500000,1.886100000,1.696200000,0.191300000,0.002700000,0.015100000,0.009800000,0.127900000,0.190100000,0.190200000,0.057200000,0.002300000,0.516000000,84,0,103,3,7,0.126000000,0.003100000,0.243400000,0.074700000,0.036200000,0.032000000,true,true,0.015300000,0.092400000,0.006200000,0.003500000,0.006000000,103,103,0
652,1,1,1920,1080,640,360,ultra-performance,0.001600000,0.019300000,0.158500000,0.439900000,0.011900000,0.095100000,0.445900000,0.127300000,1.464100000,1.462500000,1.299500000,0.164600000,0.002900000,0.015500000,0.009200000,0.130300000,0.163200000,0.163300000,0.050200000,0.002000000,0.386000000,84,0,103,3,7,0.123100000,0.003000000,0.170200000,0.046600000,0.010700000,0.031900000,true,true,0.015200000,0.089900000,0.006500000,0.003000000,0.006100000,103,103,0
653,2,1,1920,1080,640,360,ultra-performance,0.828800000,0.026400000,0.159300000,0.435200000,0.012900000,0.127200000,0.443000000,0.140400000,2.330000000,1.501200000,2.173200000,0.156800000,0.003300000,0.016500000,0.009500000,0.129500000,0.155300000,0.155500000,0.051000000,0.002100000,0.380400000,84,0,103,3,7,0.122100000,0.003000000,0.170300000,0.042400000,0.010700000,0.031400000,true,true,0.015400000,0.088500000,0.006400000,0.003000000,0.006300000,103,103,0
654,0,1,1920,1080,640,360,ultra-performance,0.627000000,0.020800000,0.162600000,0.433500000,0.012600000,0.102700000,0.411300000,0.109100000,2.039700000,1.412700000,1.879600000,0.160100000,0.003400000,0.016700000,0.009900000,0.132300000,0.158400000,0.158700000,0.051800000,0.002100000,0.378000000,84,0,103,3,7,0.121100000,0.002800000,0.169300000,0.042300000,0.010700000,0.031200000,true,true,0.015000000,0.088400000,0.005900000,0.003100000,0.006200000,103,103,0
655,1,1,1920,1080,640,360,ultra-performance,0.499600000,0.022200000,0.157800000,0.430100000,0.012100000,0.096700000,0.420600000,0.154000000,1.957000000,1.457400000,1.793100000,0.163900000,0.003200000,0.016000000,0.009400000,0.128700000,0.162700000,0.162800000,0.050300000,0.002100000,0.376000000,84,0,103,3,7,0.121300000,0.003000000,0.168700000,0.041400000,0.010200000,0.031000000,true,true,0.015500000,0.087600000,0.006200000,0.003300000,0.006200000,103,103,0
